x	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014
0	0.12705	0.11242	0.107485142551641	0.10285	0.09765	0.08572	0.08273	0.0838063483077363	0.0783	0.0714397917429426	0.06442	0.0615376107660029	0.05873	0.0566821860871548	0.0554	0.0542880932230683	0.0555	0.0542	0.0549	0.0546	0.0534131206637002	0.0374	0.0394	0.0369	0.0375	0.0347	0.0325	0.0304	0.03037	0.02686	0.02618	0.0255	0.0248	0.0237	0.02314	0.0226	0.0224	0.022
1	0.0217585683083771	0.0162727987561684	0.0193307740632226	0.021728335127905	0.0204867383609464	0.0191683038456487	0.00729382055447159	0.00757156559781274	0.00665223018335671	0.00531132100306668	0.00419461531883965	0.00378096309002943	0.00311860356752035	0.00308159305755134	0.00286914291763703	0.0027502747475582	0.00291526670195859	0.00310800320769196	0.00314770964894996	0.00273918066426913	0.00285556844622004	0.00239846217187554	0.00222217478963064	0.00208336665971448	0.00195377959299397	0.00178491723480266	0.00184808844928744	0.00197990678219531	0.00173205657828241	0.00154298715498277	0.00151537167196365	0.00148776575836685	0.00140252103027899	0.00126573688666807	0.00123529140937265	0.00104681446084699	0.00120747717006279	0.00118804922508718
2	0.0162635898457534	0.012672401885167	0.0143928366062496	0.0157537645024911	0.0148449867774924	0.0138744932462664	0.00608187773689137	0.00629445814935966	0.00541999564667853	0.00433931970416841	0.00354632798173148	0.0030681883054619	0.00264256073131086	0.00253240069726385	0.00237026866835816	0.00228867889898819	0.00242533826861559	0.00249574939064523	0.00250358518160529	0.00225536422621631	0.00234171246158323	0.00197390138329573	0.00179197011041174	0.00172602390143214	0.00161728596951633	0.00147993280192685	0.00148897214662504	0.00146737242909144	0.001376533228411	0.00126128686093647	0.00122593179443116	0.00119057997269649	0.00116160411232859	0.00105034126630646	0.00101388457955922	0.000936199010865496	0.000996581250519473	0.000968985663934615
3	0.0118435353112936	0.00975521370425469	0.0104253397565166	0.0109719497981827	0.0103401664661215	0.00965969569567834	0.00505953915817449	0.00522415477849397	0.00441835717647532	0.00355153806412086	0.00299077552514487	0.0024972972452588	0.00224558286412538	0.00208294889913445	0.00195626293494123	0.00190178113371964	0.00201406873284211	0.00200538100923888	0.00199145558210837	0.00185568703632958	0.0019156710839128	0.0016191291562871	0.00144109730201013	0.0014263452270978	0.00133634246510065	0.00122654000937108	0.00120033557090766	0.00107573947887426	0.00109568695977227	0.00103154341414296	0.000993400176374406	0.000955257758086141	0.000956759559466732	0.000869333022933395	0.000830661801456449	0.000818909031705301	0.000821590657086501	0.000792954201094014
4	0.00842782156261963	0.00746449439321671	0.0073571336202957	0.00730627518537923	0.00689213074732992	0.00644071900745872	0.00421169158678588	0.00434240280545962	0.00362115562822535	0.00292699304966263	0.00252292218485057	0.00205136378667191	0.00192064215047386	0.00172314270553334	0.00161977834148509	0.00158383490275812	0.00167489802298679	0.0016207087875365	0.00159389511661668	0.00153192448674186	0.00156905371908413	0.00132825592636765	0.00116084023715182	0.00117945319091987	0.00110593825934119	0.00101982640435437	0.000973769676832806	0.00078714689618318	0.000879303070329722	0.000847853800225663	0.00081069257295723	0.000773531994064212	0.000785960232596358	0.000720222364830652	0.000682316700047915	0.000702647563269587	0.000679417749053098	0.000654801413399957
5	0.00590666739992548	0.00572878502047692	0.00508676398500546	0.00463341953284352	0.00437995460387927	0.00409936165860267	0.00352198038297266	0.00362977379888272	0.00300180771615183	0.00244462858549346	0.00213707520254726	0.00171372085367144	0.00166058471393586	0.00144289432271475	0.00135331026380444	0.00132886893063208	0.00140118002136738	0.00132635798406681	0.00129426662755855	0.00127598666666665	0.00129354271269184	0.00109534531042189	0.000942736740994404	0.000980452521795696	0.000921107684888633	0.000854953672274349	0.00080118612151439	0.000584700860428387	0.000717720900581444	0.000704548942276873	0.000671065354526291	0.000637583113621569	0.000647024121404239	0.000600451277522412	0.00056554392657405	0.000593967113556351	0.000566979889671189	0.000549612805081001
6	0.00414838025886191	0.00446902805905556	0.00349642000624281	0.00280431483441851	0.00266085513749324	0.00249932628546934	0.00297347642898323	0.00306644265584425	0.00253422957699483	0.0020839462730712	0.00182712411370618	0.00146836874323452	0.00145833912774239	0.00123236857916123	0.00114939250272071	0.00113085621357698	0.00118637054520183	0.00110810408685786	0.0010770969027872	0.00108014187329502	0.00108110355291131	0.000914564071091931	0.000778739037479987	0.000824543264187222	0.000777041333243739	0.000727257884207796	0.000674954089406103	0.000452712443277587	0.000601964015494535	0.000596286041524411	0.000568215020797593	0.000540146013985664	0.000537681514468507	0.000507458638814008	0.000477110233420578	0.000498319181168789	0.00048126844315586	0.000472794069198901
7	0.00301411785910173	0.00360467485417773	0.00246373576844133	0.00166181913902688	0.00158599142615086	0.00150019030828683	0.00254934963800395	0.00263295750498339	0.00219363944905643	0.00182552656606498	0.00158674919293176	0.00130027560393807	0.00130706308893979	0.00108216185901265	0.00100074267158649	0.00098383984074987	0.00102416472167125	0.000953091955630167	0.000928313477090773	0.000937145730851429	0.000924132739186298	0.000780288015564688	0.000661328282714516	0.000707105843554671	0.00066916348152096	0.000632318631236925	0.000587988409017981	0.000376864054045266	0.000523833017608004	0.000518110382817945	0.000496342929988877	0.000474577712220415	0.000455617087827153	0.000438718037663293	0.000413892455198978	0.000420054551591603	0.000419384720229448	0.000420110284409385
8	0.00236715548389924	0.00305694114731204	0.00186905519131205	0.00105207564919795	0.00101047954666585	0.000966121835768843	0.00223272661015779	0.00231014118999658	0.00195656229852354	0.00165094142605946	0.00140919925465023	0.00119526712922252	0.00119995712354685	0.000983166171678518	0.000900121892317579	0.000881786081871559	0.000908347717901523	0.000849744769164886	0.000835167514722265	0.000840109405572047	0.000815331290166144	0.000686981497610961	0.000583420359498584	0.000623586221215407	0.000593022810865923	0.000565855134229392	0.000533661851482915	0.000344186616268654	0.000475831111043518	0.000465370272252034	0.000450076018296129	0.000434783730239214	0.000398385042015234	0.000391657994748574	0.000372802777360269	0.000362329378487051	0.000378464476377453	0.000387614242859302
9	0.00208117010062686	0.00275302045361827	0.00160210627563213	0.000833660557192711	0.000801541571168477	0.000773053527571622	0.0020077179607596	0.00208018051202471	0.00180181702638882	0.00154351283108465	0.00128783694014867	0.00114054850713343	0.00113068878897409	0.000926974439325228	0.00084070243790344	0.000818933794115226	0.000833164441852214	0.00078817288965348	0.000786656125414611	0.000782862581262731	0.000748065084779038	0.000629491475868521	0.000538632733468059	0.000569746004894194	0.000544529278008141	0.000523943964367508	0.000506032018313678	0.00034328139696613	0.000451367824913988	0.000433901703074585	0.000424648603239778	0.000415396879411965	0.000363573527328139	0.000363814790556704	0.000350939150195266	0.000327245198612399	0.000355826461681224	0.000371796712411185
