x	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014
0	0.1263	0.11018	0.105036453521157	0.0985	0.09378	0.08285	0.08027	0.0813198527317963	0.07657	0.0698873526638403	0.06198	0.0588302184096165	0.0554	0.0536167403719477	0.053	0.0526003729674767	0.0533	0.0515	0.0517	0.0522	0.0513665873053392	0.036	0.0386	0.0353	0.0359	0.0333	0.0303	0.0285	0.02818	0.02527	0.024585	0.0239	0.0229	0.0222	0.0216	0.0212	0.0212	0.0204
1	0.021656093327229	0.0160903847156459	0.0193199253613273	0.0220678682012112	0.020968278718192	0.0190474033691325	0.0075373069802219	0.0078618759748637	0.00707882343003764	0.00586006326239883	0.00458064862156441	0.00404485342461921	0.00318497106650768	0.00318148806385375	0.00308864308342134	0.00299527065930429	0.00305347227210327	0.00313356141275691	0.00332383570600013	0.00306400938143387	0.0030178006330617	0.00247298449907927	0.00219679475095965	0.00209225892747352	0.00210522855741679	0.0018262264567074	0.00168777029004859	0.00176527257636076	0.00167877493774552	0.00158876767925454	0.00152153563250877	0.00145430458263597	0.00146086228007339	0.0013102883719192	0.00123882238348328	0.00109943670712649	0.0012574000404132	0.00115626644840606
2	0.0162343615988924	0.0126438345194987	0.0144748982407333	0.0160724182126029	0.015186204314557	0.0138143949616509	0.00625238198034596	0.00650200182123155	0.00569474421683504	0.00465481001982189	0.00374848001545459	0.00317936968228713	0.00274665263962811	0.00258171928705684	0.00249338141870513	0.00247101016602828	0.00253890956188231	0.00254383610588174	0.00264800442102552	0.00244101774751741	0.00243340916627762	0.00198662057715874	0.00174615489007424	0.00168190182784726	0.00170672566138587	0.00148866154247615	0.00140143889735878	0.00139078736167589	0.00133087816044079	0.00126356459819814	0.00121485788971056	0.00116615871755031	0.00116897687459086	0.00105719835914394	0.00100453204921593	0.000942154605905732	0.00100366400643563	0.000942694838278182
3	0.0118582310837112	0.00980294063830496	0.0105548398779036	0.0112557552620584	0.010564812021903	0.00964209225582724	0.00517496559111948	0.00535582738643214	0.00458242127440413	0.00370848310797102	0.00308275330866112	0.00251080517072951	0.002366722744328	0.00209553424981113	0.00201002267894563	0.00203304574905738	0.00210267951895279	0.00206222754577293	0.00209977167863519	0.00194179984594084	0.00195620928456091	0.00158917970657209	0.00138094572410018	0.00135089136657637	0.00138158703061044	0.00121059004401172	0.00116025965607287	0.00109269626247883	0.0010581401228323	0.0010062492478193	0.000970319508254356	0.000934397986734553	0.000932368176957565	0.000851145346762759	0.000812793590950343	0.000796816655787939	0.000800992166341859	0.000770586396597799
4	0.0084611935562548	0.00752537345039161	0.00749636888438725	0.00754673606781179	0.00702557138287123	0.0064495063589807	0.00428433316475949	0.00440402046717395	0.00370698389823706	0.00298491567417766	0.002561658527974	0.00201034008580741	0.00204197424837887	0.00170986745693254	0.00162607904624188	0.00167381394397908	0.00173885796901806	0.00167621485397472	0.00166468315922565	0.00155098596848769	0.00157423927488588	0.00127087944111566	0.00109117948498755	0.00108913306298345	0.00112112606791395	0.000985704420743244	0.000960554136479679	0.000860797087829723	0.000849390192248614	0.000807104547059853	0.000779524807520044	0.000751951602350751	0.000744600092507154	0.000686975840525667	0.000659069982407963	0.000666142831115111	0.000642982751731318	0.000634979298943781
5	0.00593880086175499	0.0057553151930304	0.00520707357218626	0.00482702037021599	0.0044466616769954	0.00412147454268448	0.00355911038013159	0.0036261608910358	0.00303354956698684	0.00244858985047529	0.00216393543644175	0.00165022838053132	0.00176888115708554	0.00141190908682953	0.00132925269103698	0.00138563583191578	0.00144132149712094	0.00137360355470398	0.00132854637418802	0.00125368816347108	0.00127578808060465	0.0010221627024768	0.000867203435218237	0.000886993373143679	0.00091698510752009	0.000807868777148452	0.000798620643904605	0.000685411680056544	0.000694165193112964	0.000657011152454754	0.000634545879940733	0.000612084864830839	0.000599483743228296	0.000559692668113785	0.00053895298378069	0.000552260065503455	0.000523526762644303	0.000531122088298524
6	0.0041650827386008	0.00442910906397132	0.00357826689615316	0.00295163514020878	0.00268271711123208	0.00252501133104753	0.00297804673290365	0.00300152435897503	0.00252842913205446	0.00206571093657962	0.00186940417499677	0.00140444023879921	0.00154374179015729	0.00118937454502946	0.00110769045444463	0.00116089635536769	0.00120390379847778	0.00114276308359574	0.00107773903531766	0.00103579630689574	0.00104962808457623	0.000833860718526346	0.000699847973636511	0.00073543318000693	0.000761254619068909	0.000671213444427866	0.00067081073870341	0.000557500767051025	0.000582824275410744	0.000547545253392769	0.000528011129955507	0.000508479224773074	0.000491153280156553	0.000464520844568749	0.000448220518666186	0.000456737470988817	0.000436878805249706	0.000454538357435142
7	0.00300669925002971	0.00348040727725554	0.00249601721105706	0.00176653880829165	0.00158139922021171	0.0015228788157803	0.0025208206411538	0.00250993784130457	0.00216017850439608	0.00180506200109366	0.00165939014329277	0.00124913038490329	0.00136280675821234	0.00103072291646425	0.000950195234189175	0.000992206376340826	0.00102054863125641	0.00097283996025454	0.000899464432622444	0.000884210692766577	0.000885217462208184	0.000697341334788804	0.000580557301106087	0.000626128721761178	0.00064658797431618	0.000570219116139126	0.000573592730441329	0.000468766604360845	0.000506646725852181	0.000471065105964494	0.000453182119946905	0.000435299883359837	0.000414132639545242	0.000396960707608131	0.000382884934314201	0.000380606909009204	0.000377711335944566	0.000401069179074224
8	0.0023318509091372	0.00284286873530613	0.00184797400512798	0.0011199932297154	0.000993970176773444	0.000982056791640911	0.00216797094714693	0.00213173630674278	0.00189974444779221	0.00163810097234974	0.00151661642818184	0.00116262209526055	0.00122206541012919	0.000925045801690684	0.000846123203533931	0.000872265716587546	0.000885160152236417	0.000853649887608472	0.000781675666294494	0.000786762362022	0.000772601624911162	0.00060441807504832	0.000501312224364051	0.000551385845197116	0.000566108348752548	0.000499625811371353	0.000503453108216687	0.000411587240303783	0.00045776215571399	0.00042064208807768	0.000403883796899324	0.000387125421654015	0.000363266658843972	0.000352719109140627	0.000339125408508431	0.000324283258853717	0.000341051208576631	0.000366804528081472
9	0.00201838451674616	0.00245403922838625	0.0015298514253803	0.000871852082460475	0.000783840619460869	0.000780784016045898	0.00190194400104072	0.00184884719720036	0.00172152869991884	0.00153983760378095	0.00142584597130224	0.00112597516317702	0.00111765309954165	0.000862471028262368	0.000785767794659208	0.000794226460670256	0.000791965132872097	0.000776056553879991	0.00071348447756859	0.000732595162123766	0.000702775615072674	0.000547632485448605	0.00045487499816685	0.000504376303541312	0.000513645106877589	0.000454639133758476	0.000457091796875009	0.000379206915223889	0.000429338073495581	0.000390234759823623	0.000374671928379267	0.000359108730373418	0.000333879291898504	0.000327855366704681	0.000313424945353338	0.000287691646670611	0.000322420500176504	0.000348221127763807
